"","eigenvalues","propVar","cumVar"
"1",2.47912319245823,0.228143122493387,0.228143122493387
"2",1.22049054393174,0.11231653372987,0.340459656223257
"3",1.12113487622783,0.103173255841808,0.443632912065065
"4",0.942795441459154,0.0867614391012745,0.530394351166339
"5",0.697442735599479,0.0641826771432922,0.594577028309632
"6",0.603717034029797,0.0555575010007594,0.650134529310391
"7",0.547937483024956,0.0504243470791484,0.70055887638954
"8",0.496561118828106,0.0456963996395522,0.746255276029092
"9",0.406060777303956,0.0373680396109549,0.783623315640047
"10",0.375139375937282,0.034522475065746,0.818145790705793
"11",0.363643311617283,0.0334645413501775,0.85161033205597
"12",0.333178057435253,0.0306609540827972,0.882271286138767
"13",0.267431496395924,0.0246105787830359,0.906881864921803
"14",0.223080076492338,0.0205291069729214,0.927410971894725
"15",0.181848914206257,0.0167347791490383,0.944145751043763
"16",0.141238300750204,0.0129975577844764,0.957143308828239
"17",0.111512596813122,0.0102620281685419,0.967405336996781
"18",0.108004319174272,0.0099391763564432,0.977344513353224
"19",0.104076769520837,0.00957774073097355,0.986922254084198
"20",0.0877351235949024,0.0080738888289923,0.99499614291319
"21",0.0813961485163514,0.00749054001751416,1.0024866829307
"22",0.0569209036419457,0.00523818773166411,1.00772487066237
"23",0.0478034420411752,0.00439914666862167,1.01212401733099
"24",1.3788003814893e-05,1.2688511215779e-06,1.01212528618211
"25",-1.52709200601409e-16,-1.40531757214245e-17,1.01212528618211
"26",-0.00139451530478092,-0.000128331289451602,1.01199695489266
"27",-0.00394063690101308,-0.000362639988986724,1.01163431490367
"28",-0.0247503965069138,-0.00227767331579746,1.00935664158788
"29",-0.0376245195366192,-0.00346242389063623,1.00589421769724
"30",-0.0640496703776294,-0.00589421769723963,1
